collaboration,description,difficulty,duration,free,id_course,n_reviews,rating,school,skills,title,url,language,time_range
Georgia Institute of Technology,"This course covers the theory and practice of software analysis, which lies at the heart of many software development processes such as diagnosing bugs, testing, debugging, and more. It presents diverse techniques, each with their own strengths and limitations, for automating tasks such as testing, debugging, and finding bugs in complex real-world programs. These techniques include dataflow analysis, constraint-based analysis, type systems, model checking, symbolic execution, and more. The course teaches the principles underlying these techniques as well as imparts hands-on experience with using and implementing tools based on these techniques.",intermediate,160.0,1,ud333,0,,School of Programming & Development,"Software Testing, Debugging, Dataflow Analysis, Constraint-based Analysis, Symbolic Execution",Software Analysis & Testing,https://www.udacity.com/course/software-analysis-testing--ud333,English,weeks
Google,"This course is designed to teach you about managing application containers, using Kubernetes. We've built this course in partnership with experts such as Kelsey Hightower and Carter Morgan from Google and Netflix’s former Cloud Architect, Adrian Cockcroft (current Technology Fellow at Battery Ventures), who provide critical learning throughout the course. ,Mastering highly resilient and scalable infrastructure management is very important, because the modern expectation is that your favorite sites will be up 24/7, and that they will roll out new features frequently and without disruption of the service. Achieving this requires tools that allow you to ensure speed of development, infrastructure stability and ability to scale. Students with backgrounds in Operations or Development who are interested in managing container based infrastructure with Kubernetes are recommended to enroll!,In this course you will learn to:",intermediate,40.0,1,ud615,0,,School of Programming & Development,"Microservices, Docker, Kubernetes, Deploying Microservices",Scalable Microservices with Kubernetes,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,English,month
,"Swift is a language created by Apple specifically for iOS and OS X development. It’s fast, concise, and comes with tools  which make it easier than ever to visualize one's code. ,This course focuses on the syntax of the Swift programming language. By the end of the course, students should be able to apply Swift essentials to building iOS apps and employ Swift's more unique elements, like optional types and switch statements, with confidence.",intermediate,30.0,1,ud902,0,,School of Programming & Development,"Variables and Constants, Control Flow, Functions, Optionals, OOP",Learn Swift Programming Syntax,https://www.udacity.com/course/learn-swift-programming-syntax--ud902,English,weeks
Google,"In this course you’ll get hands-on experience making web applications accessible. You’ll understand when and why users need accessibility. Then you’ll dive into the ""how"": making a page work properly with screen readers, and managing input focus (e.g. the highlight you see when tabbing through a form.) You’ll understand what ""semantics"" and ""semantic markup"" mean for web pages and add ARIA markup to enable navigating the interface with a range of assistive devices. Finally, you’ll learn styling techniques that help users with partial vision navigate your pages easily and reliably.,This course is also featured in our , program.",advanced,20.0,1,ud891,0,,School of Programming & Development,"Accessibility, Screen Readers, Focus, Semantics, ARIA",Web Accessibility,https://www.udacity.com/course/web-accessibility--ud891,English,weeks
Google,"In this course, you will learn about the importance of data persistence when building an Android app. We'll introduce you to the fundamentals of SQL, the programming language needed to interact with an SQLite relational database. SQLite is a commonly used method to store large sets of data locally on an Android device. ,You'll also learn how to work with Content Providers, which help your data storage to be bug free and to be shared, if you choose, with other apps.,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: ",beginner,80.0,1,ud845,0,,School of Programming & Development,"Android Development, SQLite, ContentProvider, CursorAdapter & CursorLoader, Database, Design",Android Basics: Data Storage,https://www.udacity.com/course/android-basics-data-storage--ud845,English,weeks
Google," to users. Web developers need to build apps that react quickly and render smoothly.,Google performance guru Paul Lewis is here to help you destroy , and create web apps that maintain 60 frames per second performance.,You'll leave this course with the tools you need to profile apps and identify the causes of jank. You'll explore the browser's rendering pipeline and uncover patterns that make it easy to build performant apps.",advanced,40.0,1,ud860,0,,School of Programming & Development,"Browser Rendering Response, Animation, Idle and Load (RAIL), Optimizing JavaScript, How to debug an app",Browser Rendering Optimization,https://www.udacity.com/course/browser-rendering-optimization--ud860,English,month
Google,"This course is a part of the ,.,Android apps are everywhere and learning to build them can be a fantastic career move. Continue on your Android app development education and learn to build multi-screen apps!,This course is designed for students who have completed the , and the ,. You don’t need any programming experience besides that course!,Learning anything new can be tough. We will walk you through the process of making Android apps, but to get the most out of this course, bring your enthusiasm for learning, and budget time on your calendar to learn with us. It will be an adventure!,By the end of the course, you’ll build an app that gets you up to date earthquake information!,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: ",beginner,50.0,1,ud843,0,,School of Programming & Development,"Android Development, JSON Parsing, HTTP Networking, Threads and Parallelism, Control Flow and Conditionals, Preferences",Android Basics: Networking,https://www.udacity.com/course/android-basics-networking--ud843,English,weeks
Georgia Institute of Technology,"Introduction to Operating Systems is a graduate-level introductory course in operating systems. This course teaches the basic operating system abstractions, mechanisms, and their implementations. The core of the course contains concurrent programming (threads and synchronization), inter process communication, and an introduction to distributed operating systems. The course is split into four sections: (1) Introduction, (2) Process and Thread Management, (3) Resource Management and Communication, and (4) Distributed Systems.",intermediate,80.0,1,ud923,0,,School of Programming & Development,"Processes & Threads, Memory Management, Inter-Process Communication, Resource Virtualization, Distributed File Systems",Introduction to Operating Systems,https://www.udacity.com/course/introduction-to-operating-systems--ud923,English,months
,"As a Python programmer, leveraging Flask allows you to quickly and easily build your own web applications. But before you share your apps on the Internet you should protect your users' data, ensuring information stored on your site is safe from unwanted manipulation. You could implement web security and permissions on your own, but relying on trusted providers is a faster, safer, and easier way to allow users to login to your application - without having to create and maintain another account, profile, and password. ,In this course, you will learn to implement the OAuth 2.0 framework to allow users to securely login to your web applications. You'll be provided a  , created in Flask. By the end of this course, you will write the necessary code to implement Google+ Sign-In and Facebook Login in options so users can create restaurant menus that are viewable by everyone but only modifiable by the original creator.",intermediate,20.0,1,ud330,0,,School of Programming & Development,"Flask, OAuth 2.0, Authentication & Authorization, Python",Authentication & Authorization: OAuth,https://www.udacity.com/course/authentication-authorization-oauth--ud330,English,weeks
Google,"Ready to level-up your skills as an Android developer? In this course, you will learn how to make your app production-ready by developing a variety of different sample apps, each designed to showcase advanced capabilities of the Android platform, including fragments, widgets, media playback, and testing. You’ll learn how to create UI tests using the Espresso framework, to leverage third-party libraries and services like ExoPlayer and Firebase Cloud Messaging, and use Google APIs to make your app aware of its location. By the end of the course, you’ll know how to publish your own app to the Google Play Store, where you can reach and engage users across the globe.",advanced,60.0,1,ud855,0,,School of Programming & Development,"Android Development, Fragments, Libraries, Firebase, Espresso",Advanced Android App Development,https://www.udacity.com/course/advanced-android-app-development--ud855,English,weeks
Google,"Any meaningful experience on the web has a form. Whether it's a form made of text boxes, toggles, buttons, checkboxes, or touchable widgets, web developers need to be purposeful about forms to make users happy and increase ,.,In this course, you'll learn best practices for modern forms as taught by Google's Ido Green and Udacity's Cameron Pittman. You'll practice your skills along the way with a few self-directed projects, including an e-commerce checkout and an event planner app!,As a special treat, you'll also watch a series of interviews with Luke Wroblewski, Google Product Director and author of ,, to get his take on interactions for the modern web.",intermediate,20.0,1,ud890,0,,School of Programming & Development,"Research HTML5 input types, Datalist input, User input validation with HTML5 attributes, Validate user input using JavaScript, Optimizing forms",Building High Conversion Web Forms,https://www.udacity.com/course/building-high-conversion-web-forms--ud890,English,weeks
,"In this course we will build an iPhone app that records a conversation between you and a friend, and then makes your voices sound like a Chipmunk or Darth Vader.,This course will introduce you to iOS app development in Swift, a new programming language from Apple, and serves as your launching point into the ,.",intermediate,40.0,1,ud585,0,,School of Programming & Development,"Swift, UIKit, AVFoundation",Intro to iOS App Development with Swift,https://www.udacity.com/course/intro-to-ios-app-development-with-swift--ud585,English,month
Georgia Institute of Technology,"Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems. This course is split into four sections: (1) Introduction, (2) UML and Analysis, (3) Software Architecture, and (4) Software Design.",intermediate,80.0,1,ud821,0,,School of Programming & Development,"Unified Modeling Language, Object Constraint Language, Software Architecture, Software Design, Code Review",Software Architecture & Design,https://www.udacity.com/course/software-architecture-design--ud821,English,months
,"The world of development can be daunting with all of its lingo and jargon. This course will help demystify the cryptic terms that developers use on a daily basis. You'll learn about how the web functions, what a programmer does each day, why version control is so important, and how communication on the internet happens. ",beginner,5.0,1,ud994,0,,School of Programming & Development,,What is Programming?,https://www.udacity.com/course/what-is-programming--ud994,English,day
Google,"We use websites all the time, but how does clicking a link in your browser or typing in a URL in the address bar get you to a website? How does the server know what information you're looking for or how to send you that information once it's figured that out? How can you protect your users from attackers? Dig into this course and you'll be able to answer these questions!,This course will guide you through how a client communicates with a server. You'll learn about HTTP's request and response cycle, dig into HTTP headers and verbs, distinguish HTTP/1 from HTTP/2 capabilities, all while experiencing the importance of security by digging into the details of HTTPS. Throughout the course, you'll learn both security best practices, as well as ways to improve the performance of your web apps. We'll provide you with handcrafted servers where you'll diagnose problematic server setups, issues with SSL certificates, and even have a chance to hack an example bank website to transfer funds.",advanced,50.0,1,ud897,0,,School of Programming & Development,"HTTP request and response cycle, HTTP headers and verbs, HTTP/1 and HTTP/2 capabilities, HTTPS, Client-Server Communication",Client-Server Communication,https://www.udacity.com/course/client-server-communication--ud897,English,weeks
,"In this course, you will build a series of simple apps to become more comfortable with the UIKit framework and master its most widely used components. This framework constitutes the building blocks of the user interface for all iOS apps, and is crucial for any iOS Developer to be intimately familiar with.",intermediate,80.0,1,ud788,0,,School of Programming & Development,"AutoLayout, Navigation, Table Views, Collection Views",UIKit Fundamentals,https://www.udacity.com/course/uikit-fundamentals--ud788,English,months
Google, Learn how to design your first layout in Android! This is the first course in the Android Basics Nanodegree program. ,beginner,20.0,1,ud834,0,,School of Programming & Development,"Android Development, Building Layouts, Android Studio, Views and ViewGroups, Styling",Android Basics: User Interface,https://www.udacity.com/course/android-basics-user-interface--ud834,English,weeks
Google,"Learn how to handle asynchronous work with ease! In this course, you'll use Native JavaScript Promises to write asynchronous code that is easy to read, easy to write and easy to debug.,Along the way, you'll be using Promises to make a webapp come to life!",advanced,30.0,1,ud898,0,,School of Programming & Development,"Native JavaScript Promises, Asynchronous code, Advanced error handling, Generating sequences of async work",JavaScript Promises,https://www.udacity.com/course/javascript-promises--ud898,English,weeks
Google,"Did you know that images account for more than , of the bytes on average needed to load a web page?,In this course you will learn how to work with images on the modern web, so that your images look great and load quickly on any device.,Along the way, you will pick up a range of skills and techniques to smoothly integrate responsive images into your development workflow. By the end of the course, you will be developing with images that adapt and respond to different viewport sizes and usage scenarios.",intermediate,20.0,1,ud882,0,,School of Programming & Development,"Responsive Images, Mobile Image debugging, Creating responsive graphics",Responsive Images,https://www.udacity.com/course/responsive-images--ud882,English,weeks
Google,"If you’ve ever hit performance issues that affect your app’s usability, this course will teach you how to identify and diagnose your performance problems. By the end of this course, you’ll be able to perform exploratory tests, run profiling tools, use outputs to navigate to problematic code, and design a plan of attack to mitigate poor performance. You’ll also gain a higher level of understanding about how program code and the Android platform interact, which will help you optimize for performance in the future.",advanced,40.0,1,ud825,0,,School of Programming & Development,"Android Development, Performance, Optimization",Android Performance,https://www.udacity.com/course/android-performance--ud825,English,weeks
Google, Learn from experts at Google how to use Flutter to craft high-quality native interfaces on iOS and Android devices in record time. ,intermediate,20.0,1,ud905,0,,School of Programming & Development,Android Development,Build Native Mobile Apps with Flutter,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,English,weeks
,"""If debugging is the process of removing bugs, then programming must be the process of putting them in."", ,Debugging is yin to programming's yang; you can't have one without the other. However, finding bugs in programs can be an incredibly frustrating and demotivating process for developers. This course will teach you a variety of techniques to help make debugging your code easier.",advanced,30.0,1,ud774,0,,School of Programming & Development,"Debugging, LLDB",Xcode Debugging,https://www.udacity.com/course/xcode-debugging--ud774,English,weeks
Google,"Learn the basics of Android and Java programming, and take the first step on your journey to becoming an Android developer!,This course is designed for students who are new to programming, and want to learn how to build Android apps. You don’t need any programming experience to take this course. If you’ve been using a smartphone to surf the web and chat with friends, then you’re our perfect target student!,Learning anything new can be tough. We will walk you through the process of making Android apps, but to get the most out of this course, you must bring your enthusiasm for learning, and budget time on your calendar to learn with us.,By the end of this course, you will have learned how to make your app interactive using buttons and changing text. You will have practiced those skills by making a basketball scores app, and you will have built a full coffee-ordering app.,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: ",beginner,40.0,1,ud836,0,,School of Programming & Development,"Android Development, Java, Object Oriented Programming, Conditional Code, Methods, Variables",Android Basics: User Input,https://www.udacity.com/course/android-basics-user-input--ud836,English,weeks
,"In this course, you’ll learn how to incorporate networking into your apps, so they can access data from around the world. You’ll learn how to harness the power of APIs to display images and retrieve movie data. At the end of the course, you’ll build the ""On the Map"" app which allows you to share interesting links, projects, or other information with fellow Udacity students.",advanced,120.0,1,ud421,0,,School of Programming & Development,"Networking, URLSession, JSON Parsing",iOS Networking with Swift,https://www.udacity.com/course/ios-networking-with-swift--ud421,English,months
,"This course covers methods for organizing your code, both conceptually and literally. You’ll learn the importance of separating concerns when writing JavaScript, gaining hands-on experience along the way. Separating concerns can be done with or without an organizational library or framework. We’ll learn how to separate concerns without one, and then we’ll explore an organizational library together. You’ll also learn strategies for exploring other libraries and frameworks on your own.,By the end of this course, you’ll understand (from experience) the importance of code organization, and how to implement it with either vanilla JavaScript or an organizational library or framework. Your applications will start looking clean and professional—not just to your users, but also to anyone who looks at the code driving your applications.",advanced,60.0,1,ud989,0,,School of Programming & Development,"Separating concerns, Code organization, Using an Organizational Library, KnockoutJS",JavaScript Design Patterns,https://www.udacity.com/course/javascript-design-patterns--ud989,English,weeks
Google,"You will learn how to optimize any website for speed by diving into the details of how mobile and desktop browsers render pages.,In this short course, you’ll learn about the Critical Rendering Path, or the set of steps browsers must take to convert HTML, CSS and JavaScript into living, breathing websites. From there, you’ll start exploring and experimenting with tools to measure performance and simple strategies to deliver the first pixels to the screen as early as possible. You’ll learn how to dive into recommendations from , and the Timeline view of Google Chrome’s Developer Tools to find the data you need to achieve immediate performance boosts!,This course is also a part of our , Nanodegree.",intermediate,10.0,1,ud884,0,,School of Programming & Development,"Chrome Developer Tools, DOM and CSSOM, Critical Rendering Path HTML, CSS and JavaScript optimizations",Website Performance Optimization,https://www.udacity.com/course/website-performance-optimization--ud884,English,week
"Gradle, Google","This course explores how the Gradle build tool compiles and packages apps, and you'll learn to customize the build process. The first half of this course is for anyone interested in Gradle, build automation, and continuous delivery of software.,The latter half of the course reveals the magic that happens after you hit the ""Run"" button in Android Studio. You'll also explore advanced Android topics, learning to configure free vs paid app flavors, create and integrate Android libraries, test your app, and prepare your app for the Play Store.",advanced,60.0,1,ud867,0,,School of Programming & Development,"Android Development, Gradle, Java",Gradle for Android and Java,https://www.udacity.com/course/gradle-for-android-and-java--ud867,English,weeks
,"This is a short tutorial that walks you through installing Android Studio on a Windows or Mac machine, beginning with downloading the Java SDK. You will also learn how to set up a new project using the Android Studio Project Wizard.",beginner,5.0,1,ud808,0,,School of Programming & Development,"Android, Android Studio, Java",How to Install Android Studio,https://www.udacity.com/course/how-to-install-android-studio--ud808,English,day
,"We have built this course for beginners who have no experience with the Linux system and the command-line interface.,In this course, you'll learn the basics of the command line interface of a Linux server: the terminal and shell (GNU Bash). This course includes an introduction to files and directories in the Linux filesystem.",beginner,10.0,1,ud595,0,,School of Programming & Development,"Command line interface (Linux server), Terminal and Shell (GNU Bash), Linux filesystem, Shell commands",Linux Command Line Basics,https://www.udacity.com/course/linux-command-line-basics--ud595,English,week
Google,"Learn how to build Single Page Applications in various Front End Frameworks! In this course, you'll learn how to create both an Angular application and an Ember app from scratch.,As you work through the course, you'll learn key architectural design techniques that make frameworks incredibly powerful.",advanced,80.0,1,ud894,0,,School of Programming & Development,"Single Page Applications, Building Angular apps, Building Ember apps, Underscore's template function, Backbone events and routing",Front End Frameworks,https://www.udacity.com/course/front-end-frameworks--ud894,English,weeks
Google,"In this course you'll learn the fundamentals of responsive web design with Google's Pete LePage! You'll create your own responsive web page that works well on any device - phone, tablet, desktop or anything in between.,You’ll start by exploring what makes a site responsive and how some common responsive design patterns work across different devices.  From there, you’ll learn how to create your own responsive layout using the viewport tag and CSS media queries.  As you proceed, you’ll experiment with major and minor breakpoints, and optimizing text for reading.",intermediate,20.0,1,ud893,0,,School of Programming & Development,"Responsive design patterns, Remote debugging and emulation, Optimizing layout, CSS media queries, CSS flexbox",Responsive Web Design Fundamentals,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,English,weeks
Google,"In this course, you’ll learn how to setup your development, get super productive during daily work and iteration, prevent yourself and your site from disasters and save a lot of time and effort with automatic optimization and automation. Finally, you’ll learn how to do all this while being confident your code runs on a multitude of devices in the real world.",intermediate,30.0,1,ud892,0,,School of Programming & Development,"Installing Sublime Text, Installing Plugins, Gulp, Live Editing, ESLint",Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892,English,weeks
Microsoft,"Microsoft Azure is one of the most popular cloud services platforms used by enterprises, making it a crucial tool for cloud computing professionals to add to their skillset. The Developer for Microsoft Azure Nanodegree program teaches students how to deploy, build, migrate, and monitor applications on Azure, thereby preparing learners for success on Microsoft’s AZ-204 Azure Developer Associate Expert certification.",intermediate,160.0,0,nd081,0,,School of Cloud Computing,"Virtual Machines,  App Services,  Microservices,  Serverless Functions,  Cloud Migration",Become a Developer for Microsoft Azure,https://www.udacity.com/course/developer-for-microsoft-azure-nanodegree--nd081,English,months
Google,"This course is a part of the ,.,Android apps are everywhere and learning to build them can be a fantastic career move. Continue on your Android app development education and learn to build multi-screen apps!,This course is designed for students who have completed the ,. You don’t need any programming experience besides that course!,Learning anything new can be tough. We will walk you through the process of making Android apps, but to get the most out of this course, bring your enthusiasm for learning, and budget time on your calendar to learn with us.  It will be an adventure!,By the end of the course, you’ll build a language-learning app that you can share with your friends. ,If you’re curious about the road even farther ahead, these are the free courses that make up the Android Basics Nanodegree, in order: ",beginner,80.0,1,ud839,0,,School of Programming & Development,"Android Development, Intents and Activities, Data, Loops and Custom Classes, Images and Visual Polish, Audio and Libraries",Android Basics: Multiscreen Apps,https://www.udacity.com/course/android-basics-multiscreen-apps--ud839,English,months
Microsoft,"In this program, students will enhance their skills by building and deploying sophisticated machine learning solutions using popular open source tools and frameworks, and gain practical experience running complex machine learning tasks using the built-in Azure labs accessible inside the Udacity classroom.",intermediate,120.0,0,nd00333,94,92.12765957446808,School of Artificial Intelligence,"Azure Machine Learning, Azure Machine Learning SDK, Automation with Pipelines, Automated ML, Machine Learning Operations
",Become a Machine Learning Engineer for Microsoft Azure,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,English,months
"Alteryx, Tableau",Learn to apply predictive analytics and business intelligence to solve real-world business problems.,beginner,160.0,0,nd008,386,93.93782383419688,School of Business,"Data Wrangling, Classification, A/B Testing, Forecasting, Segmentation",Predictive Analytics for Business,https://www.udacity.com/course/predictive-analytics-for-business-nanodegree--nd008,English,hours
,"In this program, you’ll plan, design and implement enterprise data infrastructure solutions and create the blueprints for an organization’s data management system. You’ll create a relational database with PostGreSQL, design an Online Analytical Processing (OLAP) data model to build a cloud based data warehouse, and design scalable data lake architecture that meets the needs of Big Data. Finally, you’ll learn how to apply the principles of data governance to an organization’s data management system.  
",advanced,160.0,0,nd038,0,,School of Data Science,"Entity relationship diagrams,  Relational Data Design,  Online Analytical Processing,  Operational Data Stores,  Data Lake Architecture,  Data Governance
",Become a Data Architect,https://www.udacity.com/course/data-architect-nanodegree--nd038,English,months
Microsoft,,beginner,40.0,1,ud091,0,,School of Programming & Development,"Microsoft Power Platform, Power Apps, Power Automate, Azure AI Builder",Microsoft Power Platform,https://www.udacity.com/course/microsoft-power-platform--ud091,English,month
Nutanix,"This Nanodegree program, built in collaboration with experts from Nutanix, a leader in the cutting-edge field of hyperconverged infrastructure software, takes cloud technology and data-center professionals on an in-depth journey into the design, deployment, and management of infrastructure and applications together on the Hybrid Cloud. Master the concepts you need to transform how your IT teams manage applications and support the business.",intermediate,120.0,0,nd321,78,95.89743589743593,School of Cloud Computing,"Hyper-converged infrastructure,  Hybrid Cloud,  Public Cloud,  Private Cloud,  HCI Clusters,  Workload Management,  On premise,  Off premise
",Become a Hybrid Cloud Engineer,https://www.udacity.com/course/hybrid-cloud-engineer-nanodegree--nd321,English,months
ThoughtWorks,"Learn how to build products that deliver continuous value to customers using an Agile approach to software development. By the end of this program, students will be able to differentiate between Scrum, Kanban, and XP, create an environment that fosters high performing teams, and manage iteration planning using Agile techniques. Students will also be able to create a release plan for a Minimum Viable Product, create metrics that show project status, and effectively communicate progress both within and outside of the development team.",beginner,120.0,0,nd144,0,,School of Business,"Agile, Scrum, Kanban, XP, Minimum Viable Product",Agile Software Development,https://www.udacity.com/course/agile-software-development-nanodegree--nd144,English,months
UiPath,The RPA Developer Nanodegree Program helps students develop professional-level skills focused on developing and deploying software robots. You will learn basic RPA concepts and how to use the UiPath RPA software platform to automate business processes while refreshing basic programming skills along the way.,beginner,160.0,0,nd340,0,,School of Programming & Development,"Process Automation, Business Operations, UiPath Studio, UiPath Orchestator",Become an RPA Developer,https://www.udacity.com/course/rpa-developer-nanodegree--nd340,English,months
Google,"Built in collaboration with Google, this program will prepare you to become a professional Android developer and allow you to create a diverse portfolio of projects to show employers. By the end of this program, you will be able to use Android development platform best-practices, Android Studio, Android Jetpack, and Kotlin to build your own apps for the world’s most-used mobile platform.
",intermediate,160.0,0,nd940,70,94.57142857142856,School of Programming & Development,"Android Development, Kotlin, Android Studio, Gradle, RESTful interfaces, Web APIs, App Architecture, Databases, Custom Views, Notifications, Location Services, Testing, Firebase",Become an Android Kotlin Developer,https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,English,months
,"Python is a general-purpose coding language with applications in web development, data science, machine learning, fintech and more. The Intermediate Python Nanodegree program equips you to leverage the capabilities of Python and streamline the functionality of applications that perform complex tasks, such as classifying files, data mining a webpage, etc. By the end of the program, you’ll have a portfolio that demonstrates your ability to apply practicioner-level Python skills on the job.
",intermediate,80.0,0,nd303,0,,School of Programming & Development,"Python, Object-oriented programming, Modular code, Python Package Index",Learn Intermediate Python,https://www.udacity.com/course/intermediate-python-nanodegree--nd303,English,months
,"Get started with the second course in the Growth Product Manager Nanodegree program. Hone specialized Product Management skills in activation and retention strategy by learning how to guide users through the activation funnel as fast as possible, so they reach your product’s aha-moment. Apply the fundamentals of increasing customer engagement, and learn how to analyze cohorts to identify key factors for retention. You will also deploy experiments to improve customer lifetime value and decrease churn rate.",intermediate,40.0,0,nd037-2,0,,School of Business,"Product Management, Activation Funnels, Retention Analysis, Churn Analysis, Segment Analysis, User Engagement, Cohort Analysis",Activation and Retention Strategy,https://www.udacity.com/course/activation-and-retention-strategy--nd037-2,English,month
,"Learn how to process data in real-time by building fluency in modern data engineering tools, such as Apache Spark, Kafka, Spark Streaming, and Kafka Streaming.

You’ll start by understanding the components of data streaming systems. You’ll then build a real-time analytics application. Students will also compile data and run analytics, as well as draw insights from reports generated by the streaming console.",advanced,80.0,0,nd029,138,83.33333333333334,School of Data Science,"Data Streaming, Spark, Kafka, Kafka Streaming, Spark Streaming",Data Streaming ,https://www.udacity.com/course/data-streaming-nanodegree--nd029,English,months
Intel,"Leverage the Intel® Distribution of OpenVINO™ Toolkit to fast-track development of high-performance computer vision and deep learning inference applications, and run pre-trained deep learning models for computer vision on-premise. You will identify key hardware specifications of various hardware types (CPU, VPU, FPGA, and Integrated GPU), and utilize the Intel® DevCloud for the Edge to test model performance on the various hardware types. Finally, you will use software tools to optimize deep learning models to improve performance of Edge AI systems. ",advanced,120.0,0,nd131,228,93.94736842105264,School of Artificial Intelligence,"Edge AI, Computer Vision, Deep Learning, Edge Computing, AI Modeling, Deep Neural Networks (DNN), Convolutional Neural Networks (CNN), IoT, Intel® Distribution of OpenVINO™ Toolkit, Intel® DevCloud for the Edge",Intel® Edge AI for IoT Developers,https://www.udacity.com/course/intel-edge-ai-for-iot-developers-nanodegree--nd131,English,months
Mercedes-Benz,"Learn to detect obstacles in lidar point clouds through clustering and segmentation, apply thresholds and filters to radar data in order to accurately track objects, and augment your perception by projecting camera images into three dimensions and fusing these projections with other sensor data. Combine this sensor data with Kalman filters to perceive the world around a vehicle and track objects over time.",advanced,160.0,0,nd313,208,95.09615384615384,School of Autonomous Systems,"Perception, Lidar, Radar, Sensors, Computer Vision",Become a Sensor Fusion Engineer,https://www.udacity.com/course/sensor-fusion-engineer-nanodegree--nd313,English,months
,"Product Managers are responsible for designing and delivering a profitable product or feature into the market. In this program, you will learn to define product strategy and KPIs based on market analysis, pitch a product vision to get stakeholder buy-in, and design a user-centered prototype that adheres to engineering constraints. Then, you will develop an execution timeline that handles competing priorities, communicate a product roadmap that builds consensus amongst internal stakeholders, and create a comprehensive go-to-market plan based on product KPIs. Finally, you will build tests to enhance product features based on market data.
",beginner,160.0,0,nd036,423,93.00236406619383,School of Business,"Product Strategy, Product Design, Product Development, Design Sprint, Product Launch",Become a Product Manager,https://www.udacity.com/course/product-manager-nanodegree--nd036,English,months
Mode,"Learn the programming fundamentals required for a career in data science. By the end of the program, you will be able to use R, SQL, Command Line, and Git.",beginner,120.0,0,nd118,54,94.44444444444444,School of Data Science,"R, SQL, Git",Programming for Data Science with R,https://www.udacity.com/course/programming-for-data-science-nanodegree-with-R--nd118,English,months
,"In this course you will learn data structures and algorithms by solving 80+ practice problems. You will begin each course by learning to solve defined problems related to a particular data structure and algorithm. By the end of each course, you would be able to evaluate and assess different data structures and algorithms for any open-ended problem and implement a solution based on your design choices.",intermediate,160.0,0,nd256,611,92.79869067103108,School of Programming & Development,"Data Structures and Algorithms, Problem Solving, Interview Practice Problems, Python",Data Structures and Algorithms,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,English,months
,"The goal of the Intermediate JavaScript Nanodegree program is to prepare students for roles in web development, server-side application development, and desktop development that require a more advanced set of JavaScript skills. This program will also prepare students with the skills required to use JavaScript frameworks like React, Angular, and Vue. ",intermediate,120.0,0,nd032,60,87.00000000000001,School of Programming & Development,"Functional Programming, DOM, Data Structures, Asynchronous Programming, Synchronous Programming",Learn Intermediate JavaScript,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,English,months
Alteryx,"This course provides business leaders and managers with strategies and guidelines for how best to solve the human capital, technological, and management challenges of building data science into the business. Students will gain skills in identifying opportunities for data science across many functional areas of the business, as well as learn the tools to prioritize and execute on those opportunities as part of a data science initiative.",intermediate,80.0,0,nd045,0,,School of Business,"Business Strategy, Data Science, Data Architecture, Machine Learning, Human Capital",Data Science for Business Leaders,https://www.udacity.com/course/data-science-for-business-leaders--nd045,English,months
BMW,"You’ll develop foundational technical knowledge of machine learning and the business applications of artificial intelligence across industries. Through practical case studies, you’ll learn what strategic questions to ask, and how to formulate proposals when evaluating opportunities to embed machine learning processes and artificial intelligence technology into a corporate strategy. Finally, in the capstone project, you will build an AI-backed strategy that can be integrated into your own business.",intermediate,80.0,0,nd054,0,,School of Business,"Artificial Intelligence, Machine Learning, Business Strategy, Data Labeling, Data Modeling",AI for Business Leaders,https://www.udacity.com/course/ai-for-business-leaders--nd054,English,months
,"Leverage market data to amplify product development. Learn how to apply data science techniques, data engineering processes, and market experimentation tests to deliver customized product experiences. Begin by leveraging the power of SQL and Tableau to inform product strategy. Then, develop data pipelines and warehousing strategies that prepare data collected from a product for robust analysis. Finally, learn techniques for evaluating the data from live products, including how to design and execute various A/B and multivariate tests to shape the next iteration of a product.",intermediate,120.0,0,nd030,70,88.28571428571429,School of Business,"Data Science, Product Management, Product Design, Data Visualization, User Journey Maps",Become a Data Product Manager,https://www.udacity.com/course/data-product-manager-nanodegree--nd030,English,months
